teks,skor,label
ini sangat seru aku jadi sering main,5,positif
parah ini monton team apaan selalu dapat tim gak jelas,1,negatif
ngenaheun,5,positif
mobile Legends: B.. 🌟🌟🌟🌟🌟,5,positif
bagus sekali tidak ada iklan yang mengganggu sama sekali,5,positif
bagus tapi KIKIR,4,positif
bohong colleb sama naruto saipuden,1,negatif
ini di rank tinggi(honor) banyak dark sistem(beban atau satu anggota team yang tidak berguna) capek saya Ls mulu,4,positif
"game asuu, loss streak truss asuu!!!",1,negatif
ini gimana pas mau matchmaking selalu gak bisa masuk karna jaringan padahal jaringan udh bgus main game lain juga lancar trus kredit skor malah ngurang,2,negatif
"tolong kasih tim yang benar apa moonton, ini musuh keras dapat tim yang lembek ngga ngerti main",1,negatif
banyak drak sistem,1,negatif
"aku selalu di kasih tim sampah beban draksiatem makanya aku reting bintang 1, kalau kasih tim yg bagus aku akan reting bintang 5",1,negatif
"ml kon ngasih tim gak ngotak lukira hero ada yang bisa konter semuanya dasar game gak ngotak, cuman nyari hiburan dengan nyiksa sebagai solo rank, lu ngotak monton gw top up juga kalo gw gak top up ini gm bakal gw hapus, sekiranya jangan lu kasih dark sistem yang pangkat warior kau taikin monton",5,positif
game sampah,1,negatif
"bentar lagi jadi dead game kalo match making gak dibenerin + gak tegas ngasih hukuman ke player yang troll. emg dasar game sampah developer gak guna, taunya cuma nyari cuan, setiap update selalu ada bug, cheat bebas gak diberantas, sistem reportnya juga gak guna, takut banget gamenya sepi sampe gak tegas ngasih hukuman ke player! jelas jelas yang bikin game lu makin sepi tuh karna sistem lu yang gak sehat!! sistem nya gak ramah buat player solo sampai trio makannya game lu makin sepi!!",1,negatif
moonton anjeng solo bikin stress skrg 5jam main stuck di situ situ aja bintang hina,1,negatif
MONTON GJ JANGAN DI DOWNLOAD KALAU KAGA MAU DEPRESI!!,1,negatif
Game tolol mending main HOK honor of kings,1,negatif
game haram,1,negatif
moonton saya ada tiga masalah dengan permainan ini tolong di fix scriptnya untuk menyeimbangkan gamenya ya 1.masalah tim yang tidak seimbang(tim sendiri tidak jago/tim musuh sangat jago) 2.masalah jaringan yang sedang diambang keprotesan masyarakat 3.kenapa protesan semua orang tidak direspon,1,negatif
👍,5,positif
knp player suka ngerjain orang katanya by on tapi main sama komputer malah di paus mulu,1,negatif
"SEMAKIN BURUK DENGAN MOONTON, SOLO HARUSNYA KETEMU DENGAN SOLO SEMUA, BUKANNYA SOLO KETEMU DUO ATAU TRIO. DAN PEMBAGIAN TEMPAT LANE KALO PERLU SESUAI DENGAN KEMAMPUAN CONTOH EXP YA HARUS HERO XP, BKN ALL. PANTES KAWAN"" GUA PADA HAPUS NIH MOBILE LEGEND. NGANDELIN SKIN GRATIS KALO ATURAN GAME GAK LU RUBAH YA SAMA AJA GAK LAKU",1,negatif
Game baik berkualitas,5,positif
keren MOONTON,5,positif
game rusak jgn di download pokoknya. nyesal seumur hidup sumpah demi Allah. kalo rusak di perbaiki monton t010l. udh pokoknya jgn download,1,negatif
game rusah banyak drak sistem,1,negatif
"Kalau dipikirkan, item windtalker sangat aneh. Latar belakang cerita dari item Windtalker mirip dengan kisah Rafaela dan Argus, tapi nama item pedangnya Windtalker bukan Meteoric Sword seperti nama pedangnya Argus. Windtalker malah mirip dengan sebutanya hero Vale yg justru tidak memakai item Windtalker. Kenapa tidak diubah saja namanya menjadi Meteoric Sword?",2,negatif
"Ini mobile legends kenapa dengan sinyal yak ko pas Lag yak itu loh buat emosi tiap mau nyiduk musuh, mau war, mau lord tiap2 ada kesempatan buat nyiduk hero musuh di bikin lag emang di kira g kesel ap ya bukan masalah lag y bentar tp kadang Lag ya awal pertandingan gak bikin mood y itu buat lama di Lag doang padaha Kuota masih banyak scroll sosmed mah lancar2 aja kadang di salahin ya Hp lah padahal sinyal y bener2 di luar dugaaan.",3,netral
game tolol maen 1 vs 9,1,negatif
saya gak bisa memulai pertandingan padahal koneksi wifi bagus,3,netral
game ini sungguh bagus dan aq sudah. mengikuti season 3 dan sungguh game yg terbaik,5,positif
main renk dapat tim tidak layak,1,negatif
GAME NAJIS MAIN SOLO DUO DIKASI TEAM NYA YANG GATAU CARA MAIN BIKIN ORANG MALES MAIN GAME INI SANGAT TIDAK LAYAK KALO TERUS BEGINI!!!!,1,negatif
Ini geme bagus tetapi geme ini berat mb nya mohon montonn jangan berat berat,5,positif
game nya bagus banget tambah skin skin yang juga bagus banget cocok buat dimainin,5,positif
seru banget,5,positif
game mati suri game berat banyak dark system pulak,1,negatif
mohon tolong perbaiki game playnya,1,negatif
"lose streak terus, tim lol, stuck di epik",5,positif
"di kasih team goblog Mulu,stres",1,negatif
Game patek,1,negatif
Bener2 di kerjain sama moonton di kasih tim gajelas mluu,2,negatif
keren,4,positif
"tolong lebih profesional dalam mengatur match player, bedakan dari segi statistik player,jangan asal random match player bikin ga nyaman bermain.",1,negatif
"aku udah pensi, ga ada temen",1,negatif
MONTOON BLOON HIRO DI REVAMP BUKAN INOVASI BARU CUMA JADI SAMPAH BELAKA,1,negatif
game SAMPAH,1,negatif
"game sangat menyenangkan, suku marga keluarga di pertaruhan saat adu retri lord, di saat aku kalah retri pujian sanjungan kata"" mutiara langsung bermunculan, temen"" yang selalu men suport/mendukung supaya anak yatim bersemangat dan pantang menyerah, is the best lah ini game untuk bermain solo",5,positif
ini gimana sih ko ngelg mulu padahal gua pake data,1,negatif
pantesan udah pada pindah game sebelah soalna ini muntun makin lama makin kaya t41 game nya bnyk bot udah ga laku,1,negatif
nice,5,positif
sejak gloo di revamp jadi sampah udah males mainnya sekarang,1,negatif
"kocak kali moonton game update kok ngikutin HOK, punya ide sendiri la jangan ikutan game HOK urusin ajah itu player bot mu moonton.",1,negatif
"game tidak adil dalam matchmaking. setiap bermain, selalu kalah setiap hari. memang sistem matchmaking nya tidak bagus dan bikin 🤮🤮🤮🤮",1,negatif
game bug,1,negatif
keseimbangan matchmakingnya moonton tolong dan tolong sedikit adil kau jangan bikin darah tinggi,2,negatif
game apaan musuh ga sesuai tier kocak,1,negatif
"game buruk, moonton ngasih tim yang kaga jelass, susah banget naik mytich sampe Beratus kali pertandingan ga pernah naik², kalau ngasih tim yg bener jgn WR org yang lu bikin hancur, capek² ngepush bukannya tambah naik , ini malah turun naik turun naik terus, defeat Mulu ketemu tim ga jelas",1,negatif
aku kasih bintang 3 ya ..karna aku sebel banget lagi ga nalar di kasih tim ga guna trol mulu ..suka sama game nya tapi jangan bikin nyesek mulu doong ahh,3,netral
Aplikasi babi,1,negatif
kalo gak niat bikin game gak usah bikin anj kayak gak ikhlas banget anj orang mau naik rank game ngen**,1,negatif
"plisss moonton ya klo ngasih tim sama musuh yang bnr ya soalnya suka ga seimbang musuh jago tim bego,sama jaringan juga dibenerin kadang lag tiba2 ganggu bnget jadi tolong banget nih dibenerin moonton jngn update Mulu sinyal ga dibenerin",2,negatif
"game yang sangat tidak adil dalam pengaturan match making. dikarenakan tim yang saya dapatkan lebih buruk dibanding tim yang saya lawan, maka tolong diperbaiki atau tidak jelaskan gimana cara kerja sistem match making yang anda buat untuk menentukan tim lawan dan tim sendiri trimakasih.",1,negatif
Ngasih tim yang bener kocak ex imo di kasih tim epik abadi,1,negatif
"BUAT YG NGELUH DAPET TIM DARKSISTEM TERUS, DARIPADA FRUSTASI MENDING UNINSTALL AJA,BIKIN EMOSI GA STABIK NGELUAP LUAP GARA GARA DAPET TIM ORANG ORANG IDDIOT MULU, GAME INI BAHAYA.. SAYA SDH BRHENTI MAEN GAME INI DAN ALHAMDULILLAH GAPERNAH KESEL SAMA MARAH MARAH LAGI",1,negatif
buat game nya bagus sekali tapi buat pihak moonton tolong ya ini kenapa padahal ruangan penyimpanan saya sedikit 1 MB tapi kenapa ini tidak bisa mendownload tolong buat pihak moonton aga di baguskan juga gerpik nya dan bagus juga bisa main offline tolong ya di buat garpik nya jadi bagus tpi tolong lah buat top up nya gak kira kira tolong ya di bagusin lagi buat skin Layla gusinya Melissa di tambah ya skin nya Hannya itu saja yang saya sampaikan assalamualaikum warahmatullahi wabarakatuh 🙏🙏,5,positif
woow siapa juga yng gak ksh bnt bnyak! oranggak seriu inimah ahahahah k.,5,positif
"permainan gak jelas, makin lama malah permainan bego",1,negatif
gamee dancokkk dikasihh tim kek jembutt buat montonnn kontoll kowe hancokkk,1,negatif
"Semakin kesini ML gak JELAS... !!!! LAG parah.. Pantesan aja pada pindah ke PuBG.. Semoga lah semua pada ilang member ML,,, aminn.... Kalo memang kualitas ML msih mau di rework okelah saya mendukung.. Sungguh menyesal dan bikin sakit hati... Sumpah parah banget........ Banget banget",1,negatif
"game tolol,benerin match making nya tolol",1,negatif
terlalu sulit memenangkan pertandingan di mod reng,5,positif
masa gua ada protection poin Malah gak kepake emang game gak jelas gas usah di download yang baca ulasan ini,1,negatif
game aneh setiap main dikasih temennya yang dungu ga adil masa disuruh 1 vs 9,2,negatif
saya sangat puas dengan app mobile legen ini,5,positif
game aneh,1,negatif
game nya suka keluar sendiri tolong benerin,3,netral
"game ok, ngak bosen²",5,positif
sangat seru di mainkan,5,positif
"""It is what it is"" Jika memang dark system itu ga ada, maka game ini punya sistem matchmaking terburuk dari semua game multi-player. Selamat anda berhasil mengurangi player dan menambah orang yang akan merekomendasikan game lain.",1,negatif
kasih ws lah moonton dapet tim anomali mulu,1,negatif
"Game burik jngn main KLO ga mau pusing makin kesini makin ga jelas dapat tim ga jelas Mulu capek kaya main bareng bocah kosong,asli KLO ga mau pusing mnding jngn main deh game bgini makin kesini makin ga ngotak dapat tim,ayolah monton",2,negatif
game kaya gudal kaya pejungasu,5,positif
Geam kurang jls tidak di perisa lebih lanjut hape ngelek keluar sendiri masuk engga bisa loding ngelek2 lansung engga bisa main pas honor skor turun terus apa engga di perisa lebih lanjut pelindung geam jlek,2,negatif
"game tai gw d kasih tim tai Estes hayper apa coba, aing etik dei honor kehed",1,negatif
"ayo semua kita kasih bintang 1 biar bangkrut sekalian ambruk,moonton anjingg,event aja Lo perbanyakin,jaringan di benerin tolol,",1,negatif
saya tidak dapat login ke akun saya karena tidk menerima kode verifikasi ke gmail saya tolong lh monton kirim kan kode verifikasi nya ke gmail sy udah 6 bulan saya tungu egk jga datang2 kode nya aduh geme masi bayak bag,1,negatif
game sistem busukkkk,1,negatif
🤞,5,positif
"SERUUU, GA BIKIN BOSEN, SALAH SATU GAME MOBA YANG ASIK BANGETTT",5,positif
"ini game seru banget dan ""adil"" banget asli dah, aku mvp kalah terus, tolong lah moonton bikin lebih adil lah game ini",1,negatif
ml mantap,5,positif
game tai yapit tlol,1,negatif
game bagus,5,positif
Suka banget,5,positif
"game tololl, busuk",1,negatif
Game rusak anjeng,5,positif
noval.10000 kontras PT control SPP,4,positif
"moonton kalo Player kalah, tapi MVP jangan diturunkan bintangnya, apalagi dapetnya tim gajelas",4,positif
game asu bikin leya emosi,1,negatif
mengerti,5,positif
game kikir,1,negatif
"game MOBA yg sangat bodoh dalam hal matchmaking, aneh banget game pvp 5v5 tapi aslinya 1v9, matchmaking macam apa tim musuh semuanya jago sedangkan satu tim dengan 4 makhluk idiot, u kiding moooooonton?",1,negatif
"game ini di rusak system matchmaking sendiri, solo rank 1 vs 5, ini game dengan system yg dungu.",1,negatif
Darksystem nya hilangin bikin rugi dan males main,5,positif
THAI LAH ML KALO NGASIH DARK SISTEM YANG KIRA² BANYAK AMAT LOSE STREK DARI LEGEND III SAMPE EPIC III KEREN BANGET BANG MONTOON TAPI MENDING GAMNYA ENAK HAHA,5,positif
aku mau login tapi kok gak masuk kelobi nah aku mau hapus tapi sayang masa mau download lagi,3,netral
Game tolol,1,negatif
game baguss.. josss motoon..,5,positif
match meking ny jelek banget masa baru legen nabrak imo,1,negatif
"saking bagus dan kerennya hpku belah dua,makasih ya hapenya jadi bisa ku bagi bagi🥰🥰🥰",5,positif
mon ngpain Adain kode verifikasi email saya bisa login karena ada vitur tolong apus,5,positif
bagus bagus bagus,5,positif
mantap,5,positif
"aku kasih bintang 5 untuk game ini dan tolong moonton perbaikan bug,delay atau leg saat war karena yang saya amati banyak kejadian saat war seperti itu dan juga kecurangan2 dalam permainan",5,positif
main malem sering dapet tim sendiri BOTT nyusahin terus pasti kalah terus,1,negatif
game ini rusak mending gak usah download contoh seperti saya klh terus,1,negatif
"DARK SISTEM IQ NYA SETARA MONYET TOLONG LAH KALO TIM GW BEBAN MUSUH JUGA GITU INI MAH MUSUH NY JAGO,DAN TOLONG TAMBAHIN FITUR SEBELUM MAIN RANKED DISURUH MILIH DULU MAU MAIN DI LANE APA BIAR GA REBUTAN LANE/ROLE GW SERING BANGET 4MM 4JUNGLER JANGAN EVENT MULU YG DI KEMBANGIN,TAMBAHIN FITUR BUKAN EVENT NGTD,KALO KALAH WR TURUN 6-10% SEDANGKAN JIKA MENANG NAIK NYA CUMAN 0,1% DOANG BEDA JAUH NAIKIN WR 50%-90% BUTUH BEBERAPA MINGGU NJ KARENA NAIK NYA CUMAN 0,1% DOANG KALO NAIK, NAIKIN LAH MOONTON😔",1,negatif
mooton tolol,1,negatif
"sering lag karena jaringan, padahal jaringan bagus anjir",1,negatif
"Baned permanen aja FANY,udah banyak cheater's pakai Fany,udah gak guna Kesel'in Sampah Lagi,ngk usah ada FANY² Rugi mau Main.....isi.nya Cheat semua. Fany_Anying",4,positif
moonton jaringanya di perbaikilah jangan jualan skin aja utamakan kenyamanan pemain jaringan 4G hp sudah mumpuni tiba tiba pas war lag parah mati semua ke comeback hadeh bikin jengkel tolong lah perbaiki masalah jaringanyaaaaa???,3,netral
bgus,5,positif
halo monton game saya kok stuck pas ketemu pertandibgan kok gk masuk ya tolong dong kasih tau apa penyebabnya,3,netral
picek game goblokkkkkk jancokkkkk,1,negatif
gua main 10 x menang 1 kali,5,positif
game burik manga perang menang babi,1,negatif
saya hapus mobile legends pinda haoka. soalnya jaringan suka ngilan pase mai padahal di hok lanca saja. buat apa ngeluri skin terus kalo masala jaringan edak bisa diperbaiki. saran saya belaja sama geme sebalah,1,negatif
monton mode HFR kau kemanain leg ini,2,negatif
kasih bintang lama salemat datang ruda,5,positif
woi monton kalau mau ngurangin kredit skor ngotak dikit lah masak dari 110 gara gara 3 kali afk jadi 85 ngurang ya gak ngotak kintil di perbaiki lah jaringan ngelek puki kalau mau banyak player ngotak dikit ngurangi nya naik ya cuman 1 lagi kintil lu buat game bukan nyenangin malah bikin stres puki puki,1,negatif
mantap bang,5,positif
tolong di per baiki jaringan nya lemottt,2,negatif
game pantekk gamee bikinn emosi anjinggggggg,1,negatif
sampah udah kaya tiap main pasti d kasih tim sampah najis moonton .. ngerasa udah kaya dari banyak yg main san beli dm gt hok lebih keren dan seimbang ngasih tim,1,negatif
ok,5,positif
game babi masa pas main tiba tiba ngeleg padaha wifi nya lancar,1,negatif
suka,4,positif
game taiii main 5jm tpi gak perna vicktory anjirr dpat tim kyak bocill bngkee betull..klo perlu kalau di laporkan kasi hukuman yg lebih parah lgi biar yg main tolol itu gak bisa main rank bikin rugih kouta ajah begadang smpai tengah mlm gak ada hasil adanya cuman skit emosi doangg😡😡,1,negatif
"MOONTON TAIK, SUMPAH KLO MEI GADA SKIN ANGELA ANUAL RESALE GW SPAM RANTING 1 PAKE 50 AKUN!",1,negatif
semenjak ganti naruto gk bisa matchmaking gimana ini mun,1,negatif
"Game ramah bahasa, banyak sekali player tolol bloonnya naudzubillah.. yatim piatu tolol bego idiot paket lengkap!! semoga kelak para yatim dan si tolol bego idiot cepat cepat akunnya di banned, karena sangat menggangu pertandingan, pakyu all ytim!!! dyroth roaM, miya jungler, layla exp, franco roam, MUAK GUA ANJG NGTOT BABI!!!!!!!!!!",5,positif
Parah.... Darksistem kacau..... HP gw udah banting 5 kali gara² ni game,1,negatif
"skin Gaara gratis gak ada efek ULTI sedangkan yang lain ada, Gaara kok jalan kaki sih kan dia bisa naik pasir nya. mentang2 skin gratisan di buat jelek poin cuma 400 setara epic. huu 👎",1,negatif
"Dapat tim main sesuka hati, bru kalah mulu, menang hanya 1 kali kalahnya bisa sampai 5 atau lebih, biarpun bagi2 skin tapi malas kalau pas main dpt tim yg kagak jelas, buat saya semakin hari bermain, jdi mls mainnya kalau bgni, sudah ngalah jadi roam tpi jugler dan mmnya main sesuka hati, mw menang atw kalah mereka tdk peduli, capek kalau bgni terus, aku udah hapus ML buat emosi sajah kalau bermain ml dapat tim kocak terus hapus ml ajah buat emosi sajah",1,negatif
"berat banget kalo main solo, tolong di ban orang orang yg ngetroll!!!!!",2,negatif
"good game,, 😍",5,positif
sistem matchmakingnya super sampah,1,negatif
iy seru tapi klh trs gua,4,positif
mantap,5,positif
sangat bisa menghilangkan stres,5,positif
kita main serius...tapi giliran coklat malah diturunin kredit skor nya...mending main game sebelah..,1,negatif
ml dancokkk d random team tempek cok dancok... ml rusak,1,negatif
sistem tidak seimbang,1,negatif
mantap,5,positif
saya dari tadi lostrek,1,negatif
Jaringan lancar tapi delay selalu lostri9k setiap saya main gk perbah dapat tim bagus kayak gini mulu mending hpus aja game moba cuma cari untung doang pihak pembuat game gk liat kondisi game sendiri,1,negatif
saya menyukai,5,positif
Setelah update sinyal delay udah pake data+wifi masih delay dan pingnya naik turun mohon diperbaiki,4,positif
"moonton kalo ngasih team kagak bener teruss, ngasihnya yang oon oon kagak pernah dapat yang benerr sama sekalii, kasih lah yg bener lah ton moonton sekali kali tuu kan juga pengen bisa menang ngga kalah muluu",2,negatif
mantap,5,positif
game g guna yang main ml cuma g bisa nemu game lain aja kalo udah ketemu pasti reting mu turun drastis mangkanya lu kasih skin geratis biar game lu naik lagi reting nya dasar game hama,1,negatif
enak tapi epik dihapus mooton,5,positif
"habis mase main game ni, main solo selalu di bagi tim yg bodoh bodoh... jadi bosan lama lama... main game macam ni..",1,negatif
banyak update sering lose conection in game di frezz wkwkwk game mudah di bobol hacker apa ya wkwk padahal sinyal dan lokasi memadahi. Dan pembagian team kadang kala sering di kasih yang absurd banget wkwk maupun lawan wkwkwk,3,netral
sangat puwasss,5,positif
"Selalu lag padahal jaringan bagus,Sinyal penuh heran",4,positif
"tiap main sinyal di bkin ngelek,bkin kapok main",3,netral
mantab min,5,positif
gameee sampahhhh,1,negatif
tolong diperhatikan dalam pemilihan rekan tim terkadang gak seimbang,2,negatif
montoon gw kasih ulasan ini sampe sedih loh gara gara lu kasi tim g ngotak gw kalah terus 20 lebih gw main match 20 kalah 20 ya allah montoon kalo kasih tim yg adil lah aku sampe nangis loh anjg baru pertama kali aku main game sampe nangis 😭😭 kalian jangan main game ini kalo kalah terus sumpah,1,negatif
tolong lah buat moonton kasih yg gampang musuh nya dapat musuh yg sulit banget apa lagi dapat kawan yg drag sistem kurangin lah drak sistem nya gw main naik turun trs.,3,netral
"musuh jago, tim bot smua moonton ga logis",1,negatif
jelek banyak draksistem,1,negatif
min tolong perhatikan tentang jaringan nya min kok suka lag yaa mainya,4,positif
padahal jaringan stabil di ingame frame aneh banget inii gameee tolong di perbaikilah masalah masalah seperti ini jangan di biarkan bgtu sajaaa,3,netral
"game rusak, gausah proses2 lah, yg ngetroll langsung baned aja akunnya",1,negatif
Welcome to mobile legenda... game paling bagus yg pernah ada di dunia ini game paling keren dan mewah.,5,positif
"game haram. lag mulu, jelas jelas jaringan bagus sinyal bagus. paketan banyak, malah mgelag. game haram inilah.",1,negatif
kalah terus,1,negatif
game rusak hapus ajah skypicer nya montoon bikin resah ajah segala Hero di pake tuh asu,1,negatif
BUG SPELL TERKADANG BERUBAH SENDIRI MENJADI EXECUTE APA LAH COBA IDIOT,1,negatif
bagus,5,positif
game ini sangat penting dalam kehidupan saya karena game ini sangat seru,5,positif
bagus dh ramah,5,positif
baguss Bett gilaa buat yang ga punya someone,5,positif
suka,4,positif
"Sibuk skin terus, jaringan lo noh perbaiki dari 3 hari lalu main ngelag terus padahal wifi gw aman aja,bahkan ganti ke data pun tetap lah akhirnya kalah",1,negatif
dari game ini gw dapat tmn baru dan sahabat.. gameplay nya juga bagus.. good game pokok nya.,5,positif
game tolol banyak draksistem pemilihan tim ngak adil main 30x cuma menang 1x kalok bikin game lain kali yang bener ini game sistem pemilihan tim nya masih tolol gini di rilis lol,1,negatif
banyak drak sistem.maen dari jam 11 malem sampe pagi jam6 dapet drak sistem Mulu.,1,negatif
Tim GK seimbang monton tolol,1,negatif
game haram2,1,negatif
"saya melalukan pembelian diamond tapi tidak terisi dan pulsa tetap ketarik sebesar 200 ribu dikurang 17 ribu saya sedang asyik dalam pertandingan, namun tibaw keluar dan sampai sekarang tidak bisa menghubungkan lagi ke game, bshkan meng klik apapun juga",1,negatif
game gk jelas kbnykn dark sistem gw hapus,1,negatif
"banyak banyakin lag dalem game, hp gua iphone wifi aman semua, ngelag lawak restart ulang mulu sialan game punah, banyakin rw pvn setan",1,negatif
banyak dark system,5,positif
"udah gw uninstall, kaku banget dari dulu maen cuma tambah hd dikit",1,negatif
benerin tuh game lu sangat buruk sekali. setelah update jaringan sering merah padahal jaringan hp bagus banget. sibuk buat skin aja kerja kalian,1,negatif
The game is broken. Always given a stupid team!! How come mytyc is playing a stupid & sensitive kid. ⭐40 - ⭐25 lost but always MVP PLEASE MOONTON FIX THE DARK SYSTEM. I'M TIRED OF BRINGING STUPID PEOPLE ALL THE TIME. THE PLAYING IS NOT EQUIVALENT,1,negatif
geme penghilang stres,5,positif
"gw ksih bintang 1 ini game rusak, game gila, game stres bkin skit kpla, sistem nya error ngasih gw dark sistem mulu (pdhl gw dark sistem nya)",1,negatif
Good,1,negatif
hehh ngasihh game yg benerr dikitt masa gua main kalah mulu lu ngasihh timm yg benerr dikitt. bayangin gua lose 10 kalii emng ta¡. hari harii makan dark sistemm apa gakk sedihh guaa niat nya game buat menghiburr saya malah bikin hidup gua ancurr b*k*p pliss lahh dii perbaikii kasihh timm yg waras warass ajaa..........,1,negatif
GAME RUSAK,1,negatif
sekarang mlbb ngawur banget sinyal nya yaallah parah banget padahal aku buka youtube ama tiktok lancar jaya di ml waduh rek tak tertolong ngawurnya ituloh sinyal nya. sinyal kuning dikit berat buat jalan hdehh 1 kata buat nonton 1,2,negatif
game yg sangat aneh,1,negatif
Tiba-tiba keluar aplikasi,1,negatif
"ini update pengisian role bener sih biar bisa bisa hindari role yang nabrak ama tim yang troll, tapi kenapa role nya dipilih acak? orang gaada match jungle malah dikasih jungle, gaada exp disuruh exp. iya kalo timnya mau tuker? tau sendiri kan player nya kaya gimana wkwk. mau show winrate lane juga gabisa.menurutku makin dirugikan sih player solo. untuk uji coba okelah,kalau sampai rilis sihh bakal banyak player solo yang dirugikan. terimakasih",1,negatif
game apa ini stuck di loading trs padahal sinyal bagus scam!!,1,negatif
tolong monton kasih tim tu jangan yg drak sistem gw mau main tuk cari kesenangan bukan cari stres niat main biar enak malah bikin tambah stres,1,negatif
game kikirr,1,negatif
"tolong moonton saya ga bisa login udah setengah jam, tiba tiba pas draft pick ngeleg dan saya coba relog tapi gabisa di loginin udah setengah jam",1,negatif
angela star di undur muluu rilis di starlight nya kocak,1,negatif
fanny tiap season din nerf.kasi konter banyak.gimana mau main fanny.mending di hapus aja heronya sekalian kalau di nerf mulu.,1,negatif
game ini seru,5,positif
game paling ampassssss,1,negatif
Mantap,5,positif
hilangkan sistem hitamnya,2,negatif
game kok kredit scor nya dibatasi 3× doang minimal 5 apa 10,3,netral
mantap,5,positif
"bintang 4 cukuplah.. sedikit ada masalah dengan geme ini. tiba"" LEG.. padahal jaringan normal.. mohon segera perbaiki dan kondisikan mengenai jaringan..",4,positif
kurang ajar moonton habis di update malah ga bener enak enak main tiba tiba keluar sendiri terus login lagi ga bisa padahal jaringan oke banget moonton kalo gak niat buat bikin game mending gak usah nyusahin aja anak Dajjal,2,negatif
Seru,5,positif
kok data ml ku gk nambah 0 terus,1,negatif
game tolol ngasih tim gk setara kocak gw main di glory malah dapat tim mawi aneh kocak hapus aja nih game lawak,1,negatif
game yang jelek dan tidak seimbang selalu dapat team bot dasar game jelek game ini tidak akan pernah saya main kan lagi,1,negatif
banyak darksistem,3,netral
"kasih bintang 1 saja, ,klo udah legend 3 dan mitik 11-15 dan honor 38-44 jalan gw kyk keong., respon skil jd lambat njiirr",1,negatif
payah monoton,1,negatif
"Game haram main 20 kali menang cuma 2 kali,dah didalem game banyak lag nya yang di update skin mulu ,masalah lag gak diperbaiki",1,negatif
tolong monton punya saya ada masalah gk bisa login padahal sinyal bagus dan saya juga udah uninstall dan download lagi tpi tetap gk bisa tolong di perbaiki secepatnya!!,3,netral
SAYA MENGALAMI PATAH PATAH YANG SANGAT MENGANGGU SAYA TIDAK TAU PENYEBABNYA APA,1,negatif
cukup menghibur,5,positif
moonton bikin kalah aja mending ff ajah,1,negatif
stres gw main ini dapet temen gak ada yang bisa mainn semua,1,negatif
sering ketemu tim yang dark sistem game rusak,1,negatif
"apalah moonton gw beruntun terus terusan di kasih tim darksistem, gw kasih 1 bintang biar di evaluasi",1,negatif
update paling tolol gabisa pilih lane user jung 3 match di suruh pick roam bikin mau pensi lagi dah gua tolol,1,negatif
game sampah game pengilang mood game hama game rusak game idiot game gak sehat,5,positif
keren,5,positif
KASIH SAYA WINSTREAK,5,positif
game rusak,1,negatif
game gile perusak otak,1,negatif
"jaringan saya normal² aja untuk aplikasi dan urusan lain, tapi tiap kali main ml selalu lag. entah kenapa ini muntun",3,netral
sayang sekali ya monton tidak mau kasih diamond ml dan juga kemenangan itu saja yang paling penting dalam hidup saya,5,positif
GX adill di kasih losterek trus,1,negatif
GG sih gua main game ini menang 5 kali lose treak 10 kali wkwk game haram,1,negatif
monton kasih tim yg gak jelas Mulu monton tolong lah yg seportif ngasih tim,1,negatif
game bagus gw ws,5,positif
"kebanyakan colab lu montoon, masalah matchmaking benerin lah, user Sekarang oada tolol anj, pertandingan 46 wr mines maksa pake fanny. logika lah montoon.",1,negatif
game gajelas di kasih lostreak mulu bikin kesel aja,1,negatif
seru game nya wajib download sii,5,positif
Moonton GK jls GK mau nanggapin ulasan,1,negatif
jgan main game ini bikin setres monton gak adil jagan main game ini jelek bgt sumpah bisa bikin setres mending main FF atau game lain nya soal nya ini game jelek bikin lu gila gara² ga adil,1,negatif
lag mulu moonton kehed,1,negatif
Good game but unfortunately the network is unstable although I feel that at home it should get a good signal but in the game it is still bad signal,1,negatif
game rusak goblog jaringan aman wifi aman ehh kalah ngestuck di loadscreen tolol,1,negatif
ko gak bisa dibuka sedangkan kuota fuul sinyal bagus ram 8 ko mentok logo tolong dong di perbaiki,5,positif
tolong dong monton aku main ga meng meng tolong monton derak sistem dihapaus,1,negatif
game stres,1,negatif
keren,5,positif
Mabar ber5 semua server Don malah mental. Bud jaringan tidak bisa masuk lagi.,1,negatif
"server down ah, gak ada peringatan mau maintain",1,negatif
Mantaaaap👍,5,positif
"moonton tolong lah cheater nya dibasmi semua, ini gua kena cheat jaringan sekalinya relog ga bisa masuk ke game nya lagi. tolong lah jangan bisa perbanyak skin atau colab dengan yang lain dulu, sedangkan game mu masih belum bisa bersih dari cheater",1,negatif
keren,5,positif
😘,5,positif
game bikin naik darah tinggi banyak drak system nya,1,negatif
"Ini kenapa masih aja ada dapat player yang kacau mainnya...bisa gak yang bocil bocil (nocah cilik) di satukan saja kalau main random.. soalnya mainnya kacau.. dan, Laporan buat player yang sembarangan mainya tidak di tindak lanjuti.. parah.",1,negatif
"game apa ajg , ketemu dark babi mulu ajg , kurang 1 bintang mitik aja si berat beratin ajg ,babik emang bikin emosi aja ajg, benerin tim jangan colab mulu asw",1,negatif
tim musuh jago tim kita bapuk wok,1,negatif
"gatau, saya suka",5,positif
game yang sangat2 penuh akan dark sistem,1,negatif
cuman dikasih 3 bintang aja karna setiap main mode rank sinyal nya hilang terus coba tolong diperbaikin lagi trimakasih,3,netral
