teks,skor,label
game tolol sama Layla dibuat damage nya sakit sementara Hero lain kagak,1,negatif
"gamenya udah oke, gua kasih bintang satu karena kebanyakan lag muak gua, setim sama dark sistem padhal sinyal ijo bagus tapi ngelag, bug nya di perbaikilah moonton",1,negatif
game sampah buat setres tiap hari lose trek jgn download,1,negatif
skin Hero suyou Sasuke seharus nya pas mode susanoo harus ada kaki nya jgn badan sama kepala susanoo nya aja harus full dong perfect susanoo harus ada kaki nya juga susanoo nya itu baru mirip asli nya jadi sebanding dengan Kurama dan 1 lagi ni moonton klo bisa lord nya itu seharusnya JUBI ekor 10 bukan Madara lebih cocok Madara di jadikan tartel pasti lebih ganteng games nya moonton boleh di pertimbangkan kan deh,3,netral
setiap main pasti temannya bot/drag sistem kalau bisa hapus aja drag sistemnya,1,negatif
game nya bagus tapi kurangin tim dark sistem nya soalnya bintang gua turun naik mulu anjirr,5,positif
lanjutt,5,positif
"game nya bagus tapi kalo untuk update untuk yang hp nya kentang jadi gak bisa update padahal udah main lama banget,juga skin gratisnya jangan yang elite Mulu minimal lhaigboard dan epic",3,netral
game nya seruh walaupun ada yang bikin kesel tapi ini seru aku mau gameplay nya lebih menantang,5,positif
game nya sangat bagus sampe bikin pengen main tiap hari,5,positif
I gave 1 star because I didn't win after losing 35 times. Please fix the system.,1,negatif
timnya ga ada yg adil musuhnya mytic kegend timnya grand master master sam warrior,1,negatif
gem paling rame dan senag untuk main ber 5,5,positif
"gm bkin stress ga rekomen buat main santai, main cuman buat nurunin bintang gpernah dpt pembagian tim yg bagus bkin stress, pembagian tim sll dpt bgian yg jelek, main 5× cman di ksi 1 win, siapa coba yg betah main kalo kek gitu, pkoknya ga rekomendasi ini game, aneh cmn dpt kalah nya doang menang cman skli 100mtch 50win 50ls asuu",1,negatif
sinyal makin buruk,2,negatif
"Mobile legend sekarang rusak parah...mending uninstal aja daripada stres. Win lose win lose terus tiap main,,ga kayak dulu enak. Sekarang ancur,rusak,game sampah,banyak bug aneh,DarkSystem tiap hari. ngasih musuh ga sesuai,ga imbang sama tim,gak masuk akal musuhnya jago,tim bot. ga ngotak nih game,masak iya hampir tiap hari losetrack terus. menang cuma sekali atau 2 kali,habis itu kalah nya berkali kali,kalah terus,ujung ujungnya losetrack. GAME SAMPAH!!!😠😠",1,negatif
"skin neaobeasts itu jelas2 gw dapet di spin 20x gacha dapet ling gk mngkin nge bug ini kecwa gw di batalin gitu aja,.",2,negatif
saya suka dengan game ini karna bisa menghibur saat bosan,4,positif
game tai,1,negatif
permainan ini memuaskan,4,positif
jangan instal game ini bikin ster Jagan unduh apk ini,1,negatif
jelek ah ngasih player beban Mulu nih gim.burik,2,negatif
ml sekarang kenapa aneh ya udah mulai burik masak jaringan bagus dibilang tidak ada jaringan aku pakai wifi padahal tolong di perbaiki lah.,1,negatif
sangat memuaskan,5,positif
"Tolong dibenerin sistemnya. Reconnect karena sinyal hilang /Panggilan masuk, tiba-tiba selesai bermain sudah dibuat AFK. deteksi secara benar apakah sengaja AFK/tidak. Sudah cape-cape bermain malah g dapat poin/tidak dihitung bermain dikarenakan dilabeli AFK.",1,negatif
gem nya bagus dan menarik setiap saat kesepian aku selalu memainkan game ini.,5,positif
permainan baguh bisa nambah bintang bagus sekali,5,positif
Bagus sekali aku suka,5,positif
ko gua ga bisa main brawl,5,positif
suka banget,5,positif
Game ini menyenangkan karena memiliki banyak hiro dan skin tetapi ada 1 kekurangan kalau AFK 6 kredit skor langsung turun kalau bisa tolong dikurangi mejadi 4 kredit skor turun setiap kali AFK,5,positif
Moonton plis kasih musuh yg setara😡🥺😞,2,negatif
"buat kalian semua, jangan download game ini karna banyak bug nya apalagi bug sinyal, karna bagi gw bug sinyal yg bikin kesel setengah mati, lagi war tiba"" ping merah, intinya jangan download game ini mending download game sebelah",5,positif
Woiii jangan main ML monton cuma baik kasih skin gratis doang kalau main malahh dikasihh dark sistem mending main HOK aj,5,positif
"tolong pihak moonton lebih di perbaiki lagi perihal sistem jaringanya, sering terjadi bug/lag/eror saat bermain, Player match making kurang seimbang, setiap pergantian season/event terlalu banyak menurunkan ⭐bintang/rating para Player, hero/skin-skin hero terlalu mahal & susah di dapat, gold yg sangat sedikit/pelit, permudah & lebih banyak lagi hadiah eventnya, perbaiki lagi sistem perkembanganya, agar para Player lebih menikmati game anda. padahal udah masuk sistem EA-Sport....!!!",5,positif
epick,5,positif
plis lah moonton jangan pas main rank di kasih DarKSisTem bosen tau di epik keramat,4,positif
𝙪𝙙𝙖𝙝 𝙨𝙚𝙣𝙚𝙣𝙜 𝙗𝙖𝙣𝙜𝙚𝙩 𝙨𝙖𝙢𝙖 𝙞𝙣𝙞 𝙜𝙖𝙢𝙚 𝙨𝙖𝙢𝙥𝙚𝙠 𝙡𝙪𝙥𝙖 𝙨𝙖𝙢𝙖 𝙮𝙖𝙣𝙜 𝙣𝙖𝙢𝙖 𝙣𝙮𝙖 𝙗𝙪𝙘𝙞𝙣 𝙩𝙖𝙥𝙞 𝙨𝙩𝙧𝙚𝙨 𝙟𝙪𝙜𝙖 𝙠𝙡𝙤𝙠 𝙜𝙠 𝙙𝙞 𝙠𝙖𝙨𝙞𝙠 𝙬𝙞𝙣 𝙨𝙖𝙢𝙖 𝙣𝙤𝙣𝙩𝙤𝙣 𝙩𝙤𝙡𝙤𝙣𝙜 𝙡𝙖𝙝 𝙢𝙤𝙣𝙩𝙤𝙤𝙣 𝙠𝙖𝙨𝙞𝙝 𝙖𝙠𝙪 𝙒𝙄𝙉𝙎𝙏𝙍𝘼𝙀𝙆,5,positif
itu art pronosi itu dapet nya dari mana sih buatan monton/fan art?,5,positif
saya main udah ratusan lebih tapi masih legend yang saya ngeselin menang kalah menang kalah mulu kasih ke win strek,2,negatif
"kutukan 1 bintang di mana 1 bintang lagi mau naik rank malah di kasaih ls kalo tidak wl wl, hadehh emboddd",1,negatif
permainan nya bagus,5,positif
seru sekali main ml,5,positif
game badeg tim nya bott semua sistem.nya eror itu montoon,1,negatif
GAME SANGAT BAGUS,5,positif
game nya bagus tolong hilangkan dark sistem,5,positif
game ya seru banget jangan lupa di download,5,positif
𝑝𝑒𝑟𝑚𝑎𝑖𝑛𝑎𝑛 𝑠𝑎𝑛𝑔𝑎𝑡 𝑏𝑎𝑔𝑢𝑠 𝑑𝑎𝑛 𝑠𝑒𝑟𝑢 😉,5,positif
bagus 😎,5,positif
jaringan lag terus kalo pake kuota game gak bisa masuk match matching,1,negatif
sangat seru!!!!,5,positif
nontoon lol,1,negatif
tolong nuntun bisa kasi tim yg seimbang boleh,1,negatif
"jaringan bagus ketika lagi war sinyal langsung leq, kocak parah",2,negatif
menyalaaa,5,positif
mobil legends aku folow tiktok kamu sama paket lengkap nama tiktok aku ganyongprk22 ml aku namanya EshaNYELLLL isiin diamond,5,positif
permainan nya bagus,5,positif
game nya bagus tapi kurangi lah drack sistem nya malah pake Nana hyper aduhh,5,positif
"benerin lah... jangan kasih dark sistem terus,game nya bagus tapi... dark sistemnya banyaaaak :( tolong diperbaiki seperti : kalau main rank musuhnya juga harus sama,kek aku diamond trs musuhnya diamond jg,jangan aku diamond musuhnya grandmaster... gitu...",3,netral
👎!!,5,positif
perbaiki masalah lagg monton jadi males main kalo di game lagg terus tolong perbaiki udah gua kasih ulasan 5 masa kaga di perbaiki,5,positif
min kok karakter saya gerak sendiri padahal jaringan lancar + hp lancar kenapa tuh min tolong di perbaiki,5,positif
saya suka game ini,5,positif
kurang baik karena hanya bisa 5 orang,1,negatif
"game gak bermutu, gak jelas, game buruk",1,negatif
"bnyk bug pdhl sinyal bagus, jadi afk atau drak sistem dah",1,negatif
....apalah,1,negatif
game nya sangat menarik cocok untuk mengisi waktu luang atau kalu sedang gabut. di tmbah hero hero baru yang menarik. semoga monton terus merilis hal hal yang menarik di mobile legend,5,positif
bagus seru,5,positif
game nya bagus dan dapat timnya drak sistem moonton tolong hapus drak sistem,5,positif
monton bikin kecewa GK bisa kasi ws,3,netral
Gem yang menyenangkan saya suka,5,positif
"tolong kalo main solo rank jangan ksih temen/tim yg beban/sistem ireng, dan musuh nya jangan yg jago masa ex mawi lawan ex glory/immo kan ga setara, itu aja tolong",4,positif
bikin orang marah karna lose traik,1,negatif
game yg bagus,5,positif
permainan nya seru tapi agak susah naikin Reng nya,5,positif
bagus,5,positif
bagus,5,positif
mantap,5,positif
dari segi game play sih udh ok kecuali dark system SM satu lagi moonton sy nak skin dark Vader bowleh?😋😋,5,positif
minta skin epic gratis lagi dong,5,positif
malas gw main di ml tiap hari ketemu player newbie kaga pernah gw win streek udah 10× gw kalah gk pernha menang menang,1,negatif
sangat bagus عجب,5,positif
👍👍👍👍👍😍🥰🥰🥰😁😁😁😁🥰👍🥰😍,5,positif
yoga,1,negatif
"bagus, seru juga",5,positif
jangan main game ini niat ngegame ngilangin stress main ml malah nambah stress rank ku udh sampe legend main solo ketemu musuh yg udh glory emg ngotak nonton montoon,1,negatif
tolong monton,5,positif
sangat sangat bagus,5,positif
Game apa ini gj bet banyak bgt dark sistem nya gua capek monton kasi gua ws100 kali gak mo tau kalau mau gua kasi bintang 5,1,negatif
Keren.,1,negatif
"Mobile Legend is a good game, but Moonton is 💩",5,positif
"halo, saya memainkan ml dari tahun 2022 hingga sekarang, saya sangat kecewa dengan berkembangnya game ini. tidak semakin bagus malah semakin ngedrop, saya baca ulasan ulasan dibawah terdapat keluhan yang kurleb sama dengan keluhan saya sendiri. yaitu dari segi match making, sangat tidak adil, saya dengan teman saya memainkan rank karena ingin menaikkan rank, bukan untuk menurunkan rank. saya bisa bilang ini game busuk jelek tidak pantas dimainkan karena tidak memberi player lain kesempatan mnang",1,negatif
mantap,5,positif
wow game ini sangat seru,5,positif
sangat mengecewakan sering kalah susah naik rank pasti di satuin dngan tim ga jelas mengecewakan moba sekarang,1,negatif
gabisa jarak Dekat semoga dijawap,4,positif
saya suka banget mlbb🥰,5,positif
"TDK perlu ada dark system,dark system itu menjengkelkan,bikin hilang semangat bermain.",2,negatif
Well play,5,positif
keren!,5,positif
Suck game,1,negatif
game haram ngasih tim poke,1,negatif
"yaaaa,hanya minta tolong aj moonton kasih teman tim yg bagusss,jgn di sering di kasih teman tim yg dari sistmee",5,positif
sangat permainan ini sangat menyenangkan,5,positif
👍👍👍👍👍,5,positif
karna selalui iklan,2,negatif
ML nya izin saya hapus dulu ya soal nya akhir akhir ini kalo saya main tim saya dark sistem semua giliran tim musuh spek pro player,1,negatif
ini game moba terbaik nomor 1 di dunia,5,positif
game ini sangat bagus,5,positif
rank ketemu tim darksystem mulu,3,netral
game stres,1,negatif
bagus sihh tapi tolol lah jangan update terus hp gua udh mau meletak co,3,netral
mau naik rank aja susah dapet tim ngetrol mulu,5,positif
setiap gw mau lajen di kasih darksystem,1,negatif
banyak dark sistem pada tim dan banyak kuat di tim lawan kami sebagai player seharusnye di hargai sebagai kostemer,1,negatif
"pembodohan game,gameplay kaga seimbang.",1,negatif
"ngotakk dikit dong jadi game ,jangan kasih team tolol terus solo rank di kasih lawan op gada otakk mending maen hok lagi lah",1,negatif
"game nya seru,tapi suka tiba-tiba nge-lag terus sampe David",5,positif
"matchmaking selalu sama sejak dulu, tidak seimbang dan sangat buruk ... saya sudah sering top up untuk mensupport game ini, tapi selalu mengecewakan",1,negatif
record yang x4 ga bisa di slow ke x1 susah jadi mau buat konten,3,netral
"Gw lama lama nanti uninstall ml karna setiap kali gw main pasti ad tulisan ""Error tidak diketahui, mohon coba kembali nanti"" padahal jaringan gw bagus cok malas jadinya",5,positif
pemberian tim sangat tidak adil,1,negatif
bagaimana moonton ini gue kalah terus beri saya mytik sekali aja moonton gue kasih bintang satu ini kalau saya mytik saya kasih bintang 5,1,negatif
butuh sedikit baikan moonton saya mau pake skin gratis tapi gak ada skin nya,5,positif
bagus,5,positif
gamenya bagus banget,5,positif
"makin malas main di moonton, teman se tim beban terus, muak jd mainnya. gk bs apa matchmakingnya dibenerin lg. jd rata2 yg main mau digendong doang. mau santai main game malah makin stress rasanya.",1,negatif
sangat seru dan aku suka,5,positif
top 1 di aksi rating nya 3.8 malu malu in,2,negatif
terlalu banyak boot,5,positif
Keren,5,positif
jelek,1,negatif
mantap,5,positif
dah lah pensiun aja moonton......susah menghilangkan candu nya...apa gua Luh bawa ke neraka...,5,positif
👌🏻,5,positif
uninstall. lebih 39 kali dapet tim dark sistem.,1,negatif
matchmaking benerin lah masa di kasih tim ytta tapi musuhnya setara pro Player 😡😡,1,negatif
"Montoon di event colaborasi ML Naruto X MLBB, Popol Kupa harus jadi Kiba Akamaru, Badang jadi Hasirama, ulty badang ngluarin patung sinsuu senju, BaXia jadi Coji, Masha jadi Tsunade, Belerick jadi Yamato, Ten Ten jadi Hanabi, Karina jadi Hinata, Harith jadi Konohamaru, Gatotkaca jadi Raikage, Kufra jadi Orochimaru",5,positif
kok bisa ada iklan didalam game,2,negatif
bug tolong diperbaiki,5,positif
DARKSISTEM NYA KEBANYAKAN,1,negatif
game nya bayank bug tolol,1,negatif
mantap,5,positif
bagus😀😀😀😀,5,positif
apalah setiap main di kasih tim poke dan lawan nya malah yang berat berat bikin kesel aja,2,negatif
ALA GAK ADA RUMAH MINIMAL FF,1,negatif
gamanya bagus skin gratisanya banyak tolong banyakin dark sisitemnya lagi biar lebih menantang salam LAVA[GOLEM] nih nama akun gw kalo ada yg mau gift skin/dm kiram aja btw hw pake hp bapa gw Hehe,5,positif
sanggat bagus,5,positif
4 bintang karna hero power gw gak dapet skin yaitu phove tapi its okay bagus semua skin,4,positif
mantap,5,positif
game ini sangat menyenangkan,5,positif
plis min tolong perbaiki gem nyah dan hapus dark sistem,1,negatif
bagus,5,positif
aku kalu main ini pasti stres kenapa banyak dark system,1,negatif
game rusak,2,negatif
sangat jelek banget game ini nggak layak masak 2ms malah ngebug pantesan kasih skin trial bagus karena nggak laku,1,negatif
ini kenapa sih sinyal di ml ga jelas bgt ping nya,1,negatif
"jangan game ini, jika anda main fix anda nanti kena mental karna mobile legends udh gak bagus banyak orang yg pake RW karna sering banget ketemu musuh yg setara pro player, dan kadang juga sering mengalami lag padahal jaringan bagus, banyak orang yg udh gila karna lost streak",1,negatif
"event nya bodongg, tulisanya di jamin mendapatkan skin Neobist secara acak dalam 10x draw, eh 20x dapetnya recal, tulisanya SKIN LOH SKIN bukan RECALL",1,negatif
game rusak sistm taik. bubar aja ml,1,negatif
gemnya gabagu karna sistem reng yang sangat tidak adil monton harus memperbaiki dulu karna pelayer bot berterbaran di reket,1,negatif
kenapa layla saya kena lock mulu bejir :(,2,negatif
sistem matcmaking gak adil tolong di perbaiki lagi sistem matcmaking nya kasih bintang 1 dulu,1,negatif
aku suka,4,positif
"jangan di download game rusak lagi war tiba tiba ngelag udh mati sinyal nya stabil lagi aneh. tambahan game nya ga cocok buat solo harus banyakan biar menang kalau solo pasti kalah, (bisa menang tp kesempatan nya kecil bgt bgt bgt)",1,negatif
"punya rank protection kok ga kepake sih, aneh gajelas",3,netral
"weee mooonton lu ndk kasian ama player yg jago udh mpv kalah tetap turun bintang gara,, ktmu drak sistem kita stres mooonton lose strek mulu",1,negatif
selalu ngelag,1,negatif
banyak dark sistem,5,positif
GAME NYA BOROS KOTA GUE MAIN PASTI DEFFEAT MULU,1,negatif
bagus. bangett,5,positif
game ini sangat keren kita main rank dari warrior sampai ke mytcith,5,positif
geme nya bagus bikin tambrah setres wkwkwkkw.,5,positif
game nya bagus lah gue suka banget apa lagi hero² nya bagus,5,positif
gam mabok,1,negatif
"pentakill , menguji mental dan kesabaran solo player 👍🏾👍🏾👍🏾👍🏾👍🏾👍🏾",5,positif
game ini sangat keren,5,positif
"game tidak sempurna, jaringan nya merah terus padahal di pake game lain lancar,tolol ini game",1,negatif
Masih aja lu kayak gini moonton,5,positif
ketemu prayer gak bisa main terus,1,negatif
gangotak bikin sistem ketemu dark sistem Mulu gania bikin gem ni lama lama,1,negatif
pliss tolong hilangkan player beban susah banget dapat tim yang bagus karna lawan tuh pasti kuat kuat dan tim gue pasti bot terus sering kena comeback lagi hah moonton berilah keadilan untuk para player kasian orang orang selalu dapat tim beban ketika main solo,5,positif
gem seru banget sayang banyak drak sistem,4,positif
gacor cuy,5,positif
enakkan main game nya,5,positif
game ini sangat menarik tetapi sekarang saya sudah kalah sebanyak 20 lebih kali tolong kasih saya kemenangan dan hadiahnya ku kasih bintang 5 pls mooontonnnn kalo gak aku kasih bintang 1 plssss,5,positif
Bagus bnget😂,2,negatif
tambahin skin zilong yang baru moonton,5,positif
"kalau kasi musuh ranknya yng seimbang l, ini malah kasi tim dark musuhnya ex glory, gje babnget",4,positif
game ini lumayan bagus tapi bug sinyal nya. ngeselin,3,netral
moonton personal dan banyak tim beban,1,negatif
sangat bagus,5,positif
game burik 5 thn main kyak gini aku nyesel main,1,negatif
kebanyakan dark system nya tolong ilangin dark system y,1,negatif
sinyal gua ngelek para di layar awal padahal paket gua lengkap,2,negatif
WOI MOONTON KALO NGASIH TIM YANG BENER TLOL,1,negatif
gamegame haram busuk Burik lag mulu anj,1,negatif
sangat bagusss dan mantap,5,positif
"Jaringan dipikirin bos, jangan cuman jual skin baru. Jaringan ampas. Pembagian tim saat match tidak seimbang",1,negatif
seru banget,5,positif
"games ini tidak bagus dan merusak mental seorang anak, didalam pertandingan terdapat ujaran kata kata yg seolah tidak ada etika.. lebih baik hapus kolom chating.. untuk games yg lebih sehat untuk seorang anak",1,negatif
game kikir😹😹,1,negatif
bagus sih tapi tolong jangan ada lapor-laporan jadigak enak sama Kok gabung semua rank,3,netral
game seru tapi banyak drak sistem,5,positif
bikin stres:v,1,negatif
seru bgt,5,positif
mantap sinyalnya sering hilang,1,negatif
sampai ber tahun tahun sampai begini aja naik turun we uyuhan anak anak saya aja data. udah habis berapa di kali bertahun tahun udah berapah ini mah udah tanggung. saya udah kecanduan susAh,2,negatif
Bagus,5,positif
dapat tim beban terus perasaan jadi males main mlbb,1,negatif
gem bagus seprti ada di dalam gem ya sagat realistis,5,positif
"Game Mobile Legends: Bang Bang ini sangat menyenangkan dan sangat populer didunia, Saya ingin mengucapkan terima kasih atas bekerja samanya moonton, dan lain lain. Terutama mulai bagian eventnya yang dimana jaman sekarang itu banyak dimunculkan skin gratis, untuk misinya juga tidak susah untuk diselesaikan, dan sebagainya, tapi kekurangannya masih perlu diperbaiki lagi terutama dibagian grafik high dan grafik ultra ketika menggunakan skin hero itu gak ada perubahan efeknya ( tidak semuanya ).",5,positif
tolong seimbangkan rank nya,1,negatif
game tidak adil dengan tim kita dan tim musuh kalau mau stres download game ini aja,1,negatif
Kurang menarik,1,negatif
yang penting gak burik,5,positif
game ini jangan dicoba soalnya game ini sangat pilih kasih dikarenakan saat saya bermain saya dikasih tim tlol sedangkan tim musuh jago,1,negatif
"coba tolong dong ini game kalau uninstal aplikasi, akun dan data semua isinya di putuskan. aku baru mau main mau buat akun baru, dulu ini akun lama yang adik aku iseng buat akun, masih ada. aku mau coba seru kayanya skin nya juga bagus bagus mau beli. tapi sayang aku ga suka sistemnya yg harus satu akun nempel terus di hp.",3,netral
Seru,5,positif
banyak player poke,1,negatif
seru banget,5,positif
"gamenya bagus bisa mabar dan ada Hero kesukaanku,tapi ada bug di saat aku sampai di pertandingan aku harus diem dulu sampai beberapa detik baru bisa jalan kalau aku langsung jalan GK bisa karena aku tidak dapat gerak aku GK mau karena nanti pas GK gerak malah gerak sendiri telat gitu pergerakannya ok itu aja sih bye thanks for developer (:👍",5,positif
sebenarnya game nya tapi kenapa pemerataan tim nya kek babi gtu ga adil bnget sumpah itu gimana konsepnya ajg,1,negatif
game nya bagus,5,positif
Tim Tidak seimbang Game tidak adil moonton kan jahat wkwkw,1,negatif
ml musuh jago babi,1,negatif
bagus tapi misi untuk dapet skin terlalu panjang dan susah &lama,3,netral
mantap sekali,5,positif
selalu bertemu dengan player beban tidak bisa main,1,negatif
saya suka mobile legens bang bang karna mempunyai efek efek yang keren dan mempunyai turedyg mem buat ml BB jadi keren,5,positif
lag😹,2,negatif
"drak sistem mulu, kalah terus main",1,negatif
saya suka,5,positif
mantap banget 👍👍👍👍👍,5,positif
"Permainan ini tampaknya hanya diperuntukkan bagi individu yang rutin melakukan top-up, serta bagi para joki dan pemain profesional yang telah menguasai setiap mekanisme permainan. Bagi pemain solo atau mereka yang hanya mampu bermain dalam kelompok dengan keterbatasan sumber daya—sering disebut ""partyan miskin""—lebih baik mempertimbangkan untuk mencopot pemasangan aplikasi ini. Sistem matchmaking yang semestinya menjadi tulang punggung keadilan dalam permainan tidak akan mendapatkan perhatian",1,negatif
gamenya bagus,2,negatif
moonton gak jelas. tiap main ada aja yg beban game play makin ngaco.,1,negatif
"Tim musuh ☠️ Tim sendiri 🤓 tim yg gw dapet beban semua,giliran tim musuh jago jago,",1,negatif
gamenya bagus tapi ngebug terus pas main dapat tim beban. terus keluar sendiri,1,negatif
osh aku ws lah los mulu ku kasih bibtang satu klo aku ke epik sola nya aku legend 5 bibtang 0 gara gara monton,1,negatif
ok,5,positif
bagus !! tapi tolong beri lawan yg seimbang,4,positif
update semakin tidak relevan dan tidak ada kejelasan. semoga game ini cepat punah,1,negatif
"Game bosok, rusak",1,negatif
oyy developer betulin lah gamenya banyak yang ngecit bikin player nya gak nyaman tolong di ketat in keamanannya,1,negatif
geme gak seru jelek dikasih musuh nya yang pro giliran tim mah derk sistem game jelek burik,1,negatif
banyak deraksistem,2,negatif
"MOONTON JAHAT, aku msih rank epic trus push rank malah ketemu ex glory, ga adil bgt, sedangkan tim ku sndiri msih gm, epik, aku marah😡😡",3,netral
game nya seruu hero hero nya juga pada jago jago,5,positif
"to the point, bagus.",5,positif
Terima kasih moonton untuk kemenangan nya,5,positif
baguss,5,positif
"mau login log mt aja di persulit mana kadang puzzle udh cocok verif gagal kocak , udh relog kadang server sibuk wkwkw game kocakkkk",1,negatif
Kasih gw menang nih gw kasih bintang 5 ngentod,5,positif
game tolol matchmaking gjls,1,negatif
ws mulu,5,positif
woi developer bujang perbaiki tuh jaringan pin saya naik turun kadang² juga lag ngk usah dulu colab dan update skin dulu perbaiki tuh jaringan servernya dan matchingnya,1,negatif
"pemain feeder semakin bertambah, tidak dapat lane yang sesuai langsung feeder, membuat player yang bersungguh-sungguh malas main",1,negatif
sangat seru kalau menang,4,positif
game kikir,1,negatif
"game ini sangat bagus, tapi sayang banyak yg toxic tpi tetep bagus",5,positif
muntoon tolong hapusdark sistemya,5,positif
pepek game tidak kompetitif,1,negatif
game taik,1,negatif
sanagatbseru,5,positif
gak jelas,1,negatif
"penyesuaian role nya gak masuk akal ,role saya jungler di suruh main gold ya gak nyambung lah apa lagi yang dapet role jungler itu user role lain kecuali jungler ,anehh update yang ini tolong di perbaiki lagi",2,negatif
Jangan main game ini bisa stres karena lose trek di kasih tim yg beban musuh jago plis teman teman jangan main game ini,1,negatif
"minimal kasih tim yang ngotak, kasih tim ngasal mulu, ya gini orang gk boleh naik renk suruh ngestak aja gk boleh ad kemajuan",1,negatif
seru,5,positif
wah game nya seru bngt bagus tapi kenapa shadow brawl jadi ga ada tolong shadow brawl nya di adain lagi 🙏,5,positif
bagus gemnya untuk mengusi waktuluang atau sekedar bersenag senag,3,netral
Anj kenapa setiap Game ini terhapus jadi bola biru,5,positif
bintang 1 banyak tim beban moonton pilih kasih banyak tim yang gak bisa main udah tolol banyak gaya banyak tingkah,1,negatif
"Sangat kecewa dengan game ini.game nya memana rusak,sinyal gua bagus udah micting up malqh berhenti sendiri,credit scor nya malah ambil banyak,benar-benar kecewa ngelag nya paraahhhhh",1,negatif
game aneh game aneh asli,1,negatif
game yang membagongkan menang 1 kali kalah 10 kali hadeh,2,negatif
ini game bukan bikin seneng malah buat gua jengkel berjam jam main rank naik kagak turun iyaa gaje,1,negatif
game ini sangat bagus sekali saya sangat menyukai game ini ❤❤❤❤❤❤❤❤❤❤️‍🔥❤️‍🔥❤️‍🔥❤️‍🔥💖💖💖💖💖💖💖💝💝💝dan pembuat game ini adalah moonton Terima kasih moonton😘🤭🤭🥳🤗🥰,5,positif
bagus cuma developer bisa gak rank saya dinaikin jadi buat fitur naikin rank,5,positif
seru tapi pertama kali dihapus Napa bulat sih capek loh unduh tampilan Hero tolonglah kalok hapus pertama kali jangan bulat lah capek loh nugguinnya 😡😡😡😡😡😡,2,negatif
geme gg,5,positif
"perbaikan jaringan di server tertentu,beberapa orang mengalami jaringan yang tidak stabil(jumping) membuat player terkadang kesal atas masalah tersebut saya juga mengalami hal ini, dimana beberapa game/apk lain yang saya gunakan jaringannya stabil dan tidak mengalami lag sama sekali ,tolong moonton fix masalah ini 🙏🏻😭😹",1,negatif
Game jancoo,1,negatif
"game busuk,apaan di kasih tim dark system terus masa lose streak 17X",1,negatif
game taik,1,negatif
"pindah aku malah verivikasi puzel mana gagal terus lagi, tolong dipermudah moonton.",1,negatif
"UDAH LA JANGAN NGSIH GUA LOSE TERUS, MASA TURUNNYA DRASTIS BNGT DAHHHHH. NGASI TIM JUGA YG SETARA LAH SAMA MUSUH NYA, MASA MUSUH UDH IMMO TIM NYA MAWIIIIIII, APAAN DAH. PERBAIKI GIH SISTEM NYA.",1,negatif
ya begitulah,5,positif
game bagus sekali bisa membuat saya jadi lebih hepi hhee😁😁,5,positif
baguss sangat menarik dan menghibur...,5,positif
-nya banyak player donggo,1,negatif
sangat bagus makasih moonton tolong jangan kalo login jangan keluar,5,positif
bagus bgt game nya luar biasa pokok nya mah,5,positif
bagus game nya seru lagi,4,positif
ini kenapa main match nya ga jelas keluar sendiri terus ngelag,1,negatif
kalau main selalu kalah dapet nya tim ngetroll terus tolong hapus drak sistem sama satu lagi kalau main pasti jumpa pro player udah sih itu aja,1,negatif
main ml sangat seru sekali,5,positif
ok,5,positif
berikan saya win streak dan kuberikan mobile legend bintang 5,1,negatif
lumayan tapi ngelag!!!!!!!!!!!!!!!!! padahal internetan lancar,3,netral
kontoll game plagiatt,1,negatif
seru tapi gw di kasih lose streak aja sama moonton jadi ku kasih 4 bintang aja tapi jujur ya ini game yg selalu nemenin gw pas lagi kesepian atau gabut jadi gw suka banget maen ni game,4,positif
sangat menarik,5,positif
ml klo di rank epic parah.. apalagi soloo wahh tambah gk karuann matching up nya .. .. tidak ada player yg main nya bagus seperti saya.. yg ada ny cacat bikin naik darahh,1,negatif
"sistem keamanan yang aneh,masa orang lagi afk cuma 2 menitan terus balik lagi dan main ampe selesai dituduh afk lucu😂😂😂",1,negatif
bagus banget 😄😄😄,5,positif
bagus sekali,5,positif
banyak dark sistem,1,negatif
"aku sbnrnya ff,tapi ff itu pelit .sama hadiah,.kalo di ml ini sungguh baik,apapun herunya mereka beri,asalkan. kita bermain dengan baik dan sungguh sungguh,,aku cinta ml,ga mau lagi main ff pelit ga Kya ml. mkasih ml moga kedepan nya bisa pesan suara ya hehehe Bsa ngomong Kya di ff .klo yang lain oke sekali aku cinta ml pokok nya cinta sekali ...",5,positif
gamenya seru banget,5,positif
terlalu banyak dark sistem di tim saya mohon di kurangin dark sistem nya,4,positif
bagusan klen hapus ml aj cpk dapat drk sistem,1,negatif
"Woiiii moontod, kau atur lagi jaringan kau, sinyal ku full, hp aman, di rank tiba-tiba lelet ngframe anyinggg...",1,negatif
"Game tll, game ajg, game bgsat, kalian pemalas apa gimana??? satu hal yg diminta dari lama, bagi player solo yaitu penyesuaian matchmaking biar lane ga bertabrakan dan ga ada yg ngetroll. Kalian sepemalas itu ngikutin kata hati player??? kalian incer duit duit duit melulu, event event skin tolol tapi banyak bug bahkan skin kalian yg ber tag tag mewah itu efeknya seitil. Minimal player yang suka afk suka ngetroll kalian ban akun nya selama sehari atau apa gitu. sistem kredit skor kalian ga guna.",1,negatif
